timestamp,event_type,details,window_title,application,bbox_x,bbox_y,bbox_width,bbox_height
2025-08-01 09:04:26,keypress,Ctrl+C,Notepad,notepad,,,,
2025-08-01 09:04:36,click,double_click,Outlook,outlook,993,729,142,160
2025-08-01 09:04:43,scroll,scroll_down,Vscode,vscode,,,,
2025-08-01 09:04:49,click,left_click,Excel,excel,1391,565,92,97
2025-08-01 09:04:52,keypress,Enter,https://example.com/settings,unknown_app_3,,,,
2025-08-01 09:04:55,click,right_click,Vscode,vscode,739,593,183,126
2025-08-01 09:04:59,keypress,Ctrl+C,https://example.com/home,chrome_tab_1,,,,
2025-08-01 09:05:00,keypress,Ctrl+V,Vscode,vscode,,,,
2025-08-01 09:05:01,click,right_click,Cmd,cmd,1067,378,200,21
2025-08-01 09:05:02,scroll,scroll_up,Vscode,vscode,,,,
2025-08-01 09:05:05,click,double_click,https://example.com/home,chrome_tab_1,841,695,177,33
2025-08-01 09:05:08,scroll,scroll_up,Outlook,outlook,,,,
2025-08-01 09:05:10,keypress,Enter,Vscode,vscode,,,,
2025-08-01 09:05:14,mousemove,move,Vscode,vscode,,,,
2025-08-01 09:05:20,scroll,scroll_down,https://another.com/page2,chrome_tab_1,,,,
2025-08-01 09:05:22,click,double_click,https://example.com/home,chrome_tab_2,1048,244,175,138
2025-08-01 09:05:32,mousemove,move,https://example.com/dashboard,chrome_tab_1,,,,
2025-08-01 09:05:34,keypress,key_A,https://another.com/page1,chrome_tab_2,,,,
2025-08-01 09:05:40,scroll,scroll_down,Notepad,notepad,,,,
2025-08-01 09:05:50,scroll,scroll_down,https://example.com/login,chrome_tab_2,,,,
2025-08-01 09:05:56,mousemove,unknown_event,Cmd,cmd,,,,
2025-08-01 09:05:57,scroll,scroll_up,Outlook,outlook,,,,
2025-08-01 09:06:03,click,double_click,Excel,excel,508,384,193,189
2025-08-01 09:06:05,click,double_click,https://example.com/home,chrome_tab_2,1020,639,181,64
2025-08-01 09:06:10,click,right_click,Vscode,vscode,1724,696,187,64
2025-08-01 09:06:16,click,double_click,Notepad,notepad,1657,660,106,139
2025-08-01 09:06:22,mousemove,drag,Excel,excel,,,,
2025-08-01 09:06:27,click,right_click,Notepad,notepad,381,276,33,189
2025-08-01 09:06:31,keypress,Ctrl+V,https://example.com/login,chrome_tab_1,,,,
2025-08-01 09:06:37,scroll,scroll_up,Cmd,cmd,,,,
2025-08-01 09:06:41,scroll,scroll_down,Excel,excel,,,,
2025-08-01 09:06:51,mousemove,move,Excel,excel,,,,
2025-08-01 09:06:54,mousemove,move,Excel,unknown_app_6,,,,
2025-08-01 09:06:55,mousemove,move,https://another.com/page1,chrome_tab_2,,,,
2025-08-01 09:07:01,click,right_click,Vscode,vscode,294,346,155,183
2025-08-01 09:07:06,mousemove,drag,https://example.com/settings,chrome_tab_1,,,,
2025-08-01 09:07:09,scroll,scroll_up,Excel,excel,,,,
2025-08-01 09:07:10,keypress,Enter,https://example.com/dashboard,chrome_tab_2,,,,
2025-08-01 09:07:14,mousemove,drag,Notepad,unknown_app_5,,,,
2025-08-01 09:07:17,scroll,scroll_down,Excel,excel,,,,
2025-08-01 09:07:25,click,right_click,Notepad,notepad,110,596,60,74
2025-08-01 09:07:27,mousemove,drag,https://example.com/login,chrome_tab_2,,,,
2025-08-01 09:07:35,click,double_click,Excel,excel,1823,128,141,10
2025-08-01 09:07:37,keypress,Enter,Excel,excel,,,,
2025-08-01 09:07:43,keypress,Ctrl+C,Vscode,vscode,,,,
2025-08-01 09:07:44,click,left_click,Cmd,cmd,1485,428,38,115
2025-08-01 09:07:48,keypress,key_B,https://example.com/settings,chrome_tab_1,,,,
2025-08-01 09:07:58,click,double_click,https://another.com/page2,chrome_tab_2,711,423,12,164
2025-08-01 09:08:06,mousemove,drag,https://example.com/dashboard,chrome_tab_1,,,,
2025-08-01 09:08:08,scroll,scroll_down,Excel,excel,,,,
2025-08-01 09:08:15,click,left_click,https://another.com/page2,chrome_tab_1,674,458,124,150
2025-08-01 09:08:18,scroll,scroll_up,https://another.com/page1,chrome_tab_2,,,,
2025-08-01 09:08:23,scroll,scroll_up,https://example.com/home,chrome_tab_1,,,,
2025-08-01 09:08:27,click,left_click,Notepad,notepad,1137,461,114,28
2025-08-01 09:08:36,click,left_click,Excel,excel,41,416,14,173
2025-08-01 09:08:39,click,left_click,Cmd,cmd,74,810,52,144
2025-08-01 09:08:44,mousemove,move,Outlook,outlook,,,,
2025-08-01 09:08:50,mousemove,drag,Vscode,vscode,,,,
2025-08-01 09:08:59,mousemove,drag,Vscode,vscode,,,,
2025-08-01 09:09:05,keypress,Ctrl+V,Vscode,vscode,,,,
2025-08-01 09:09:14,mousemove,move,Outlook,outlook,,,,
2025-08-01 09:09:15,mousemove,move,Outlook,outlook,,,,
2025-08-01 09:09:20,keypress,Ctrl+V,Notepad,notepad,,,,
2025-08-01 09:09:26,keypress,Enter,Notepad,notepad,,,,
2025-08-01 09:09:36,keypress,key_A,Vscode,vscode,,,,
2025-08-01 09:09:40,click,double_click,Vscode,unknown_app_7,449,1071,68,198
2025-08-01 09:09:41,keypress,Ctrl+C,https://example.com/login,chrome_tab_1,,,,
2025-08-01 09:09:44,scroll,scroll_down,Cmd,cmd,,,,
2025-08-01 09:09:49,mousemove,move,Notepad,notepad,,,,
2025-08-01 09:09:55,click,right_click,Notepad,notepad,1219,211,147,189
2025-08-01 09:09:56,click,left_click,https://another.com/page1,chrome_tab_2,541,77,46,128
2025-08-01 09:09:59,click,right_click,Vscode,vscode,45,439,179,151
2025-08-01 09:10:03,scroll,scroll_up,Outlook,outlook,,,,
2025-08-01 09:10:06,click,left_click,Cmd,cmd,1762,109,73,81
2025-08-01 09:10:15,keypress,Ctrl+C,https://example.com/login,chrome_tab_1,,,,
2025-08-01 09:10:19,scroll,scroll_down,Cmd,cmd,,,,
2025-08-01 09:10:28,mousemove,move,Cmd,cmd,,,,
2025-08-01 09:10:30,scroll,scroll_up,https://example.com/dashboard,chrome_tab_1,,,,
2025-08-01 09:10:31,keypress,key_B,Outlook,outlook,,,,
2025-08-01 09:10:34,click,left_click,https://example.com/home,chrome_tab_1,1017,656,107,193
2025-08-01 09:10:40,mousemove,drag,https://example.com/login,chrome_tab_1,,,,
2025-08-01 09:10:45,keypress,Ctrl+C,https://another.com/page1,chrome_tab_2,,,,
2025-08-01 09:10:53,click,right_click,Notepad,notepad,994,520,179,177
2025-08-01 09:10:57,scroll,scroll_down,Vscode,vscode,,,,
2025-08-01 09:11:07,mousemove,move,Notepad,notepad,,,,
2025-08-01 09:11:10,click,right_click,Cmd,cmd,752,526,95,145
2025-08-01 09:11:11,click,double_click,https://example.com/dashboard,chrome_tab_2,839,556,46,22
2025-08-01 09:11:17,scroll,scroll_up,Notepad,notepad,,,,
2025-08-01 09:11:19,keypress,Ctrl+V,Cmd,cmd,,,,
2025-08-01 09:11:25,click,right_click,Cmd,cmd,563,403,102,121
2025-08-01 09:11:28,scroll,scroll_down,Outlook,unknown_app_10,,,,
2025-08-01 09:11:29,click,double_click,https://example.com/login,chrome_tab_2,301,99,14,152
2025-08-01 09:11:39,click,left_click,https://example.com/login,chrome_tab_2,117,58,81,183
2025-08-01 09:11:44,scroll,scroll_down,https://example.com/settings,chrome_tab_2,,,,
2025-08-01 09:11:46,keypress,Ctrl+C,Excel,excel,,,,
2025-08-01 09:11:55,click,double_click,https://example.com/home,chrome_tab_2,1752,298,172,183
2025-08-01 09:11:58,mousemove,move,,outlook,,,,
2025-08-01 09:12:03,mousemove,drag,Notepad,notepad,,,,
2025-08-01 09:12:09,mousemove,drag,https://example.com/settings,chrome_tab_2,,,,
2025-08-01 09:12:10,keypress,Enter,https://another.com/page1,chrome_tab_2,,,,
2025-08-01 09:12:12,keypress,Ctrl+C,https://another.com/page1,chrome_tab_1,,,,
2025-08-01 09:12:16,scroll,scroll_down,Vscode,vscode,,,,
2025-08-01 09:12:17,keypress,key_A,Excel,excel,,,,
2025-08-01 09:12:18,keypress,Enter,Vscode,vscode,,,,
2025-08-01 09:12:24,click,double_click,Vscode,vscode,798,987,153,41
2025-08-01 09:12:34,keypress,key_A,Cmd,cmd,,,,
2025-08-01 09:12:38,keypress,Enter,Outlook,outlook,,,,
2025-08-01 09:12:47,click,left_click,Notepad,notepad,615,167,42,100
2025-08-01 09:12:51,keypress,Ctrl+C,https://example.com/login,chrome_tab_2,,,,
2025-08-01 09:12:54,mousemove,drag,https://example.com/login,chrome_tab_1,,,,
2025-08-01 09:13:01,scroll,scroll_down,https://example.com/settings,chrome_tab_2,,,,
2025-08-01 09:13:05,mousemove,drag,Excel,unknown_app_6,,,,
2025-08-01 09:13:12,keypress,key_B,Outlook,outlook,,,,
2025-08-01 09:13:18,mousemove,drag,Excel,excel,,,,
2025-08-01 09:13:21,mousemove,drag,https://another.com/page2,chrome_tab_2,,,,
2025-08-01 09:13:25,keypress,Enter,Notepad,notepad,,,,
2025-08-01 09:13:31,scroll,scroll_up,Excel,excel,,,,
2025-08-01 09:13:37,scroll,scroll_up,https://another.com/page1,chrome_tab_2,,,,
2025-08-01 09:13:45,mousemove,move,https://example.com/home,chrome_tab_2,,,,
2025-08-01 09:13:51,mousemove,move,Outlook,outlook,,,,
2025-08-01 09:13:59,mousemove,move,Excel,excel,,,,
2025-08-01 09:14:09,mousemove,move,Outlook,outlook,,,,
2025-08-01 09:14:11,click,double_click,Notepad,notepad,487,892,24,143
2025-08-01 09:14:12,click,right_click,Excel,excel,67,409,16,48
2025-08-01 09:14:14,click,double_click,Notepad,notepad,1571,303,88,57
2025-08-01 09:14:19,click,left_click,https://example.com/settings,chrome_tab_1,10,237,147,117
2025-08-01 09:14:20,scroll,scroll_up,Excel,excel,,,,
2025-08-01 09:14:26,scroll,scroll_down,Cmd,cmd,,,,
2025-08-01 09:14:32,keypress,key_A,Notepad,notepad,,,,
2025-08-01 09:14:37,keypress,key_A,Excel,excel,,,,
2025-08-01 09:14:40,click,right_click,Vscode,vscode,1679,969,182,93
2025-08-01 09:14:50,keypress,key_B,https://example.com/dashboard,chrome_tab_1,,,,
2025-08-01 09:14:56,mousemove,drag,Cmd,cmd,,,,
2025-08-01 09:15:00,mousemove,move,Outlook,outlook,,,,
2025-08-01 09:15:10,scroll,scroll_up,Outlook,outlook,,,,
2025-08-01 09:15:17,mousemove,drag,https://example.com/home,chrome_tab_1,,,,
2025-08-01 09:15:26,scroll,scroll_up,https://example.com/home,chrome_tab_2,,,,
2025-08-01 09:15:28,click,left_click,Vscode,vscode,1028,817,76,69
2025-08-01 09:15:31,click,left_click,https://example.com/dashboard,chrome_tab_1,689,552,86,117
2025-08-01 09:15:32,click,double_click,Notepad,notepad,1089,84,50,170
2025-08-01 09:15:34,click,right_click,Cmd,cmd,337,743,178,77
2025-08-01 09:15:39,mousemove,move,Excel,excel,,,,
2025-08-01 09:15:49,keypress,Ctrl+C,Outlook,outlook,,,,
2025-08-01 09:15:53,scroll,scroll_up,Outlook,outlook,,,,
2025-08-01 09:15:54,mousemove,move,Excel,excel,,,,
2025-08-01 09:15:55,scroll,scroll_down,https://example.com/login,chrome_tab_2,,,,
2025-08-01 09:16:05,scroll,scroll_up,https://example.com/home,chrome_tab_2,,,,
2025-08-01 09:16:09,keypress,Ctrl+V,Excel,excel,,,,
2025-08-01 09:16:12,click,double_click,Vscode,vscode,1223,33,73,166
2025-08-01 09:16:18,mousemove,drag,Cmd,cmd,,,,
2025-08-01 09:16:28,keypress,Enter,Cmd,cmd,,,,
2025-08-01 09:16:30,mousemove,move,https://example.com/dashboard,chrome_tab_1,,,,
2025-08-01 09:16:40,scroll,scroll_down,Notepad,notepad,,,,
2025-08-01 09:16:47,keypress,Ctrl+C,Vscode,vscode,,,,
2025-08-01 09:16:56,mousemove,drag,Cmd,cmd,,,,
2025-08-01 09:17:02,keypress,Enter,https://example.com/home,chrome_tab_1,,,,
2025-08-01 09:17:05,mousemove,drag,,vscode,,,,
2025-08-01 09:17:15,click,right_click,https://example.com/settings,chrome_tab_1,934,685,47,172
2025-08-01 09:17:23,keypress,key_A,Vscode,vscode,,,,
2025-08-01 09:17:30,scroll,scroll_up,Vscode,vscode,,,,
2025-08-01 09:17:38,mousemove,drag,https://example.com/settings,chrome_tab_2,,,,
2025-08-01 09:17:39,mousemove,drag,Excel,excel,,,,
2025-08-01 09:17:41,click,double_click,https://example.com/dashboard,chrome_tab_2,627,798,70,144
2025-08-01 09:17:44,click,double_click,Cmd,cmd,1117,1028,153,29
2025-08-01 09:17:51,scroll,scroll_down,Notepad,notepad,,,,
2025-08-01 09:17:55,click,right_click,https://example.com/settings,chrome_tab_1,978,837,46,114
2025-08-01 09:18:03,scroll,scroll_down,Excel,excel,,,,
2025-08-01 09:18:11,keypress,key_A,Vscode,vscode,,,,
2025-08-01 09:18:20,scroll,scroll_up,Cmd,cmd,,,,
2025-08-01 09:18:25,click,right_click,https://example.com/home,chrome_tab_1,143,441,197,69
2025-08-01 09:18:34,keypress,key_A,Notepad,notepad,,,,
2025-08-01 09:18:44,scroll,scroll_down,Cmd,cmd,,,,
2025-08-01 09:18:54,click,left_click,https://example.com/login,chrome_tab_2,1326,943,85,122
2025-08-01 09:19:03,click,double_click,Notepad,unknown_app_4,812,528,132,12
2025-08-01 09:19:11,mousemove,drag,Outlook,outlook,,,,
2025-08-01 09:19:21,click,right_click,Vscode,vscode,723,1040,184,184
2025-08-01 09:19:29,click,left_click,Cmd,cmd,1726,176,158,24
2025-08-01 09:19:35,scroll,scroll_up,Vscode,vscode,,,,
2025-08-01 09:19:45,click,right_click,Excel,excel,389,1033,103,199
2025-08-01 09:19:53,keypress,Enter,https://another.com/page2,chrome_tab_2,,,,
2025-08-01 09:19:56,mousemove,move,,chrome_tab_1,,,,
2025-08-01 09:20:00,mousemove,drag,Cmd,cmd,,,,
2025-08-01 09:20:02,keypress,Ctrl+V,Outlook,outlook,,,,
2025-08-01 09:20:05,scroll,scroll_down,Excel,excel,,,,
2025-08-01 09:20:15,keypress,Ctrl+C,Vscode,vscode,,,,
2025-08-01 09:20:23,mousemove,drag,Excel,excel,,,,
2025-08-01 09:20:24,click,double_click,Excel,excel,20,995,110,59
2025-08-01 09:20:29,mousemove,move,https://example.com/dashboard,chrome_tab_1,,,,
2025-08-01 09:20:31,scroll,scroll_down,Notepad,notepad,,,,
2025-08-01 09:20:33,scroll,scroll_down,https://another.com/page1,chrome_tab_2,,,,
2025-08-01 09:20:37,click,double_click,https://example.com/home,chrome_tab_1,1259,257,162,193
2025-08-01 09:20:46,scroll,scroll_down,Excel,excel,,,,
2025-08-01 09:20:52,mousemove,drag,Outlook,outlook,,,,
2025-08-01 09:21:02,click,right_click,Cmd,cmd,12,908,67,88
2025-08-01 09:21:04,mousemove,drag,Cmd,cmd,,,,
2025-08-01 09:21:12,click,right_click,Cmd,cmd,189,167,142,120
2025-08-01 09:21:16,mousemove,move,https://example.com/dashboard,chrome_tab_1,,,,
2025-08-01 09:21:25,scroll,scroll_up,https://example.com/dashboard,chrome_tab_1,,,,
2025-08-01 09:21:34,keypress,Enter,Excel,excel,,,,
2025-08-01 09:21:41,mousemove,move,Cmd,cmd,,,,
2025-08-01 09:21:50,click,left_click,Notepad,notepad,335,1004,197,102
2025-08-01 09:21:52,mousemove,move,https://example.com/dashboard,chrome_tab_2,,,,
2025-08-01 09:21:54,mousemove,move,Excel,excel,,,,
2025-08-01 09:22:02,mousemove,move,Outlook,outlook,,,,
2025-08-01 09:22:04,keypress,Ctrl+V,Excel,excel,,,,
2025-08-01 09:22:13,scroll,scroll_up,Cmd,cmd,,,,
2025-08-01 09:22:19,mousemove,move,Outlook,outlook,,,,
2025-08-01 09:22:27,scroll,scroll_up,https://another.com/page2,chrome_tab_1,,,,
2025-08-01 09:22:35,scroll,scroll_up,https://another.com/page1,chrome_tab_1,,,,
2025-08-01 09:22:44,scroll,scroll_down,Notepad,notepad,,,,
2025-08-01 09:22:49,scroll,scroll_down,Excel,excel,,,,
2025-08-01 09:22:55,scroll,scroll_up,,notepad,,,,
2025-08-01 09:23:02,keypress,key_B,https://example.com/dashboard,chrome_tab_1,,,,
2025-08-01 09:23:05,mousemove,drag,Vscode,vscode,,,,
2025-08-01 09:23:08,click,left_click,Notepad,notepad,1637,637,38,107
2025-08-01 09:23:11,keypress,key_B,Vscode,vscode,,,,
2025-08-01 09:23:17,click,double_click,Vscode,vscode,7,129,55,94
2025-08-01 09:23:21,click,left_click,Vscode,vscode,1695,240,195,58
2025-08-01 09:23:23,keypress,Ctrl+C,,vscode,,,,
2025-08-01 09:23:32,keypress,Enter,Excel,excel,,,,
2025-08-01 09:23:41,mousemove,drag,https://example.com/home,chrome_tab_2,,,,
2025-08-01 09:23:47,scroll,scroll_up,Outlook,outlook,,,,
2025-08-01 09:23:52,keypress,Ctrl+V,Outlook,outlook,,,,
2025-08-01 09:23:59,keypress,key_B,Cmd,cmd,,,,
2025-08-01 09:24:02,keypress,Ctrl+C,Excel,excel,,,,
2025-08-01 09:24:12,mousemove,move,https://example.com/dashboard,chrome_tab_1,,,,
2025-08-01 09:24:18,scroll,scroll_down,Notepad,notepad,,,,
2025-08-01 09:24:21,mousemove,move,https://another.com/page2,chrome_tab_1,,,,
2025-08-01 09:24:29,keypress,Ctrl+V,Outlook,outlook,,,,
2025-08-01 09:24:32,mousemove,move,Outlook,outlook,,,,
2025-08-01 09:24:36,click,left_click,https://example.com/login,chrome_tab_2,949,169,116,100
2025-08-01 09:24:45,mousemove,move,Vscode,vscode,,,,
2025-08-01 09:24:52,keypress,Ctrl+V,Excel,excel,,,,
2025-08-01 09:24:58,keypress,Ctrl+C,Excel,excel,,,,
2025-08-01 09:25:05,mousemove,move,Vscode,vscode,,,,
2025-08-01 09:25:06,click,double_click,https://example.com/settings,chrome_tab_1,1793,99,102,178
2025-08-01 09:25:09,keypress,key_B,Notepad,notepad,,,,
2025-08-01 09:25:12,keypress,Ctrl+C,Notepad,notepad,,,,
2025-08-01 09:25:21,scroll,scroll_up,Vscode,vscode,,,,
2025-08-01 09:25:27,scroll,scroll_up,Outlook,outlook,,,,
2025-08-01 09:25:37,keypress,Ctrl+V,Notepad,notepad,,,,
2025-08-01 09:25:45,keypress,key_B,https://example.com/home,chrome_tab_1,,,,
2025-08-01 09:25:46,scroll,scroll_down,Outlook,outlook,,,,
2025-08-01 09:25:56,keypress,key_B,Vscode,vscode,,,,
2025-08-01 09:26:03,keypress,Ctrl+V,Vscode,vscode,,,,
2025-08-01 09:26:08,click,right_click,https://another.com/page2,chrome_tab_2,1432,857,130,81
2025-08-01 09:26:11,keypress,Ctrl+C,Excel,excel,,,,
2025-08-01 09:26:14,keypress,Enter,Excel,excel,,,,
2025-08-01 09:26:22,scroll,scroll_up,Notepad,notepad,,,,
2025-08-01 09:26:26,mousemove,drag,Notepad,notepad,,,,
2025-08-01 09:26:33,scroll,scroll_down,https://example.com/home,chrome_tab_1,,,,
2025-08-01 09:26:39,click,right_click,https://another.com/page2,chrome_tab_2,29,396,120,16
2025-08-01 09:26:43,scroll,scroll_down,Notepad,notepad,,,,
2025-08-01 09:26:53,click,left_click,https://example.com/settings,chrome_tab_1,1098,998,88,183
2025-08-01 09:27:01,mousemove,drag,Cmd,cmd,,,,
2025-08-01 09:27:10,mousemove,move,Excel,excel,,,,
2025-08-01 09:27:11,scroll,unknown_event,Vscode,vscode,,,,
2025-08-01 09:27:14,keypress,Ctrl+C,https://example.com/dashboard,chrome_tab_2,,,,
2025-08-01 09:27:24,mousemove,move,Excel,excel,,,,
2025-08-01 09:27:31,mousemove,drag,https://example.com/dashboard,chrome_tab_2,,,,
2025-08-01 09:27:37,mousemove,unknown_event,Notepad,notepad,,,,
2025-08-01 09:27:45,click,right_click,Excel,excel,1623,626,183,189
2025-08-01 09:27:48,scroll,scroll_down,Outlook,outlook,,,,
2025-08-01 09:27:55,keypress,key_B,Outlook,outlook,,,,
2025-08-01 09:28:03,scroll,scroll_up,Outlook,outlook,,,,
2025-08-01 09:28:13,click,right_click,https://another.com/page2,chrome_tab_2,49,127,30,75
2025-08-01 09:28:17,mousemove,unknown_event,Cmd,cmd,,,,
2025-08-01 09:28:20,click,right_click,https://another.com/page2,chrome_tab_2,144,696,119,71
2025-08-01 09:28:23,click,double_click,Excel,excel,1409,640,110,48
2025-08-01 09:28:28,click,double_click,Cmd,cmd,1600,332,144,128
2025-08-01 09:28:30,mousemove,move,Excel,excel,,,,
2025-08-01 09:28:35,scroll,scroll_up,https://another.com/page2,chrome_tab_1,,,,
2025-08-01 09:28:45,click,double_click,https://another.com/page2,chrome_tab_2,168,186,186,50
2025-08-01 09:28:49,keypress,Ctrl+C,https://another.com/page2,chrome_tab_2,,,,
2025-08-01 09:28:56,scroll,scroll_down,Cmd,cmd,,,,
2025-08-01 09:29:02,mousemove,drag,https://example.com/login,chrome_tab_1,,,,
2025-08-01 09:29:08,click,double_click,Notepad,notepad,94,230,171,76
2025-08-01 09:29:10,keypress,Enter,Vscode,vscode,,,,
2025-08-01 09:29:14,mousemove,drag,Outlook,outlook,,,,
2025-08-01 09:29:19,click,left_click,Cmd,cmd,966,478,162,185
2025-08-01 09:29:24,keypress,unknown_event,Notepad,notepad,,,,
2025-08-01 09:29:29,scroll,scroll_up,https://example.com/settings,chrome_tab_2,,,,
2025-08-01 09:29:39,mousemove,drag,Outlook,outlook,,,,
2025-08-01 09:29:43,click,unknown_event,Notepad,notepad,1722,731,151,162
2025-08-01 09:29:50,scroll,scroll_up,Notepad,notepad,,,,
2025-08-01 09:29:57,click,double_click,Outlook,outlook,1774,443,136,32
2025-08-01 09:29:58,click,left_click,Outlook,outlook,1436,535,89,122
2025-08-01 09:30:03,mousemove,move,https://another.com/page2,chrome_tab_1,,,,
2025-08-01 09:30:05,mousemove,move,Notepad,notepad,,,,
2025-08-01 09:30:12,scroll,unknown_event,Cmd,cmd,,,,
2025-08-01 09:30:18,scroll,scroll_up,Vscode,vscode,,,,
2025-08-01 09:30:19,mousemove,move,Notepad,notepad,,,,
2025-08-01 09:30:23,keypress,Enter,Excel,excel,,,,
2025-08-01 09:30:31,keypress,Ctrl+V,Notepad,notepad,,,,
2025-08-01 09:30:39,mousemove,move,Vscode,vscode,,,,
2025-08-01 09:30:47,click,double_click,https://another.com/page2,chrome_tab_2,1281,1029,141,42
2025-08-01 09:30:51,scroll,scroll_down,Vscode,vscode,,,,
2025-08-01 09:30:55,scroll,scroll_down,Vscode,vscode,,,,
2025-08-01 09:30:56,keypress,Ctrl+C,Outlook,outlook,,,,
2025-08-01 09:30:59,keypress,key_A,https://example.com/dashboard,chrome_tab_2,,,,
2025-08-01 09:31:02,mousemove,move,Outlook,outlook,,,,
2025-08-01 09:31:07,click,left_click,Outlook,outlook,657,401,52,48
2025-08-01 09:31:10,mousemove,drag,Excel,excel,,,,
2025-08-01 09:31:15,keypress,Ctrl+C,Excel,excel,,,,
2025-08-01 09:31:21,scroll,scroll_up,Vscode,vscode,,,,
2025-08-01 09:31:30,mousemove,move,Vscode,vscode,,,,
2025-08-01 09:31:40,keypress,Ctrl+C,https://example.com/dashboard,chrome_tab_2,,,,
2025-08-01 09:31:43,click,left_click,Cmd,cmd,763,623,160,22
2025-08-01 09:31:45,mousemove,drag,https://another.com/page2,chrome_tab_1,,,,
2025-08-01 09:31:47,click,right_click,Notepad,notepad,377,363,46,147
2025-08-01 09:31:48,keypress,key_A,Vscode,vscode,,,,
2025-08-01 09:31:53,mousemove,drag,Notepad,notepad,,,,
2025-08-01 09:32:00,mousemove,move,Vscode,vscode,,,,
2025-08-01 09:32:04,keypress,key_B,Outlook,outlook,,,,
2025-08-01 09:32:07,scroll,scroll_up,https://example.com/settings,chrome_tab_1,,,,
2025-08-01 09:32:15,click,right_click,Vscode,vscode,1809,567,127,81
2025-08-01 09:32:21,click,left_click,Excel,excel,1208,837,47,24
2025-08-01 09:32:24,mousemove,move,https://example.com/dashboard,chrome_tab_2,,,,
2025-08-01 09:32:28,click,double_click,Notepad,notepad,1021,379,110,91
