event,tabId,title,ts,url,winId,data.action,data.fields[0].name,data.fields[0].value,data.fields[1].name,data.fields[1].value,data.fields[2].name,data.fields[2].value,data.fields[3].name,data.fields[3].value,data.fields[4].name,data.fields[4].value,data.fields[5].name,data.fields[5].value,data.formSelector,data.method,data.pageHeader,data.title,data.ariaLabel,data.bbox.h,data.bbox.w,data.bbox.x,data.bbox.y,data.class,data.id,data.innerText,data.labelText,data.mouse.alt,data.mouse.button,data.mouse.clientX,data.mouse.clientY,data.mouse.ctrl,data.mouse.meta,data.mouse.shift,data.outerHTML,data.parentForm,data.role,data.selector,data.tag,data.visible,data.name,tabCount,data.type,data.checked,data.disabled,data.parentForm.action,data.parentForm.method,data.parentForm.selector,data.placeholder,data.value,data.alt,data.code,data.ctrl,data.key,data.meta,data.sensitive,data.shift,data.target,data.length,data.redacted,data.sample,data.fieldsData,isWindowClosing
click,581319093,,2025-08-22T09:27:42.831Z,https://www.flipkart.com/?affid=affveve&affExtParam1=60827&affExtParam2=26c5791927b9bac66b777d03d298e9a7,581319025,,,,,,,,,,,,,,,,Flipkart: The One-stop Shopping Destination,"Online Shopping Site for Mobiles, Electronics, Furniture, Grocery, Lifestyle, Books & More. Best Offers!",,662,767,0,72,yAlKeh,,"Minutes
Mobiles & Tablets
Fashion
Electronics
Home & Furniture
TVs & Appliances
",,FALSE,0,13,77,FALSE,FALSE,FALSE,"<div class=""yAlKeh""><div class=""_2L0uxW""><div class=""_3116_u"" style=""--sm-max-width: 100%; --md-max-width: 996px; --lg-max-width: 1600px; --sm-col-gap: 0px; --md-col-gap: 12px; --lg-col-gap: 16px; --f",,,div.yAlKeh,div,TRUE,,,,,,,,,,,,,,,,,,,,,,,
click,581319093,,2025-08-22T09:27:44.953Z,https://www.flipkart.com/?affid=affveve&affExtParam1=60827&affExtParam2=26c5791927b9bac66b777d03d298e9a7,581319025,,,,,,,,,,,,,,,,Flipkart: The One-stop Shopping Destination,"Online Shopping Site for Mobiles, Electronics, Furniture, Grocery, Lifestyle, Books & More. Best Offers!",,480,1115,16,72,_1yQHx8 _2UnIQ_ _3ak8Rd _2y8Yzt,,"Minutes
Mobiles & Tablets
Fashion
Electronics
Home & Furniture
TVs & Appliances
",,FALSE,0,500,350,FALSE,FALSE,FALSE,"<div class=""_1yQHx8 _2UnIQ_ _3ak8Rd _2y8Yzt"" style=""--sm-order: 1; --md-order: 1; --lg-order: 1; height: calc(100% - 16px); background-color: rgb(255, 255, 255); margin-top: 0px; z-index: 10;""><div da",,,div._1yQHx8._2UnIQ_._3ak8Rd,div,TRUE,,,,,,,,,,,,,,,,,,,,,,,
click,581319093,,2025-08-22T09:27:46.850Z,https://www.flipkart.com/?affid=affveve&affExtParam1=60827&affExtParam2=26c5791927b9bac66b777d03d298e9a7,581319025,,,,,,,,,,,,,,,,Flipkart: The One-stop Shopping Destination,"Online Shopping Site for Mobiles, Electronics, Furniture, Grocery, Lifestyle, Books & More. Best Offers!",,64,64,542,88,_2puWtW _3a3qyb,,,,FALSE,0,576,138,FALSE,FALSE,FALSE,"<img class=""_2puWtW _3a3qyb"" alt=""Home &amp; Furniture"" src=""https://rukminim2.flixcart.com/fk-p-flap/128/128/image/1788f177649e6991.png?q=100"">",,,img._2puWtW._3a3qyb,img,TRUE,,,,,,,,,,,,,,,,,,,,,,,
tab_activated,581319089,New tab,2025-08-22T09:27:49.686Z,edge://newtab/,581319025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tab_activated,581319083,Extensions,2025-08-22T09:27:51.003Z,edge://extensions/,581319025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
window_removed,,,2025-08-22T09:27:54.510Z,,581319025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tab_activated,581319154,New tab,2025-08-22T14:26:16.031Z,edge://newtab/,581319152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tab_complete,581319154,New tab,2025-08-22T14:26:16.766Z,edge://newtab/,581319152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tab_url_changed,581319154,edge://extensions,2025-08-22T14:26:33.453Z,edge://extensions/,581319152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tab_complete,581319154,Extensions,2025-08-22T14:26:34.827Z,edge://extensions/,581319152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
window_focus_changed,,,2025-08-22T14:26:59.092Z,,581319152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
window_focus_changed,,,2025-08-22T14:28:29.338Z,,581319152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
tab_activated,581319201,New tab,2025-08-22T14:28:36.468Z,edge://newtab/,581319152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tab_url_changed,581319201,xbot-test.exlservice.com/Reconciliation/OrderEntry,2025-08-22T14:29:08.256Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry,581319152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tab_complete,581319201,CRM - Order Entry,2025-08-22T14:29:10.909Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry,581319152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
click,581319201,,2025-08-22T14:29:14.954Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry,581319152,,,,,,,,,,,,,,,,,CRM - Order Entry,,38,218,88,209,btn create-new btn-primary,,Add New Purchase Order,,FALSE,0,182,224,FALSE,FALSE,FALSE,"<a class=""btn create-new btn-primary"" href=""/Reconciliation/OrderEntry/Create"">Add New Purchase Order</a>",,,a.btn.create-new.btn-primary,a,TRUE,,,,,,,,,,,,,,,,,,,,,,,
tab_url_changed,581319201,xbot-test.exlservice.com/Reconciliation/OrderEntry/Create,2025-08-22T14:29:15.426Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Create,581319152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tab_complete,581319201,CRM - Add Invoice,2025-08-22T14:29:16.317Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Create,581319152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
click,581319201,,2025-08-22T14:29:19.935Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Create,581319152,,,,,,,,,,,,,,,,,CRM - Add Invoice,,37,427,238,233,form-control text-box single-line,OrderNumber,,Order ID,FALSE,0,278,242,FALSE,FALSE,FALSE,"<input class=""form-control text-box single-line"" id=""OrderNumber"" name=""OrderNumber"" type=""text"" value="""">",,,input#OrderNumber.form-control.text-box.single-line,input,TRUE,OrderNumber,,text,FALSE,FALSE,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Create,post,form,,,,,,,,,,,,,,,
keydown,581319201,,2025-08-22T14:29:29.310Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Create,581319152,,,,,,,,,,,,,,,,,CRM - Add Invoice,,,,,,,OrderNumber,,Order ID,,,,,,,,,,,,input,,OrderNumber,,text,,,,,,,123456,FALSE,Tab,FALSE,Tab,FALSE,FALSE,FALSE,input#OrderNumber.form-control.text-box.single-line,,,,,
focus_change_input,581319201,,2025-08-22T14:29:29.340Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Create,581319152,,,,,,,,,,,,,,,,,CRM - Add Invoice,,,,,,,OrderNumber,,Order ID,,,,,,,,,,,,input,,OrderNumber,,text,,,,,,,123456,,,,,,,,input#OrderNumber.form-control.text-box.single-line,6,FALSE,123456,,
keydown,581319201,,2025-08-22T14:29:37.384Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Create,581319152,,,,,,,,,,,,,,,,,CRM - Add Invoice,,,,,,,OrderCreatedBy,,Received By,,,,,,,,,,,,input,,OrderCreatedBy,,text,,,,,,,Shivam Burnwal,FALSE,Tab,FALSE,Tab,FALSE,FALSE,FALSE,input#OrderCreatedBy.form-control.text-box.single-line,,,,,
focus_change_input,581319201,,2025-08-22T14:29:37.407Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Create,581319152,,,,,,,,,,,,,,,,,CRM - Add Invoice,,,,,,,OrderCreatedBy,,Received By,,,,,,,,,,,,input,,OrderCreatedBy,,text,,,,,,,Shivam Burnwal,,,,,,,,input#OrderCreatedBy.form-control.text-box.single-line,14,FALSE,Shivam B,,
focus_change_input,581319201,,2025-08-22T14:29:45.191Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Create,581319152,,,,,,,,,,,,,,,,,CRM - Add Invoice,,,,,,,OrderCreatedDate,,Received Date,,,,,,,,,,,,input,,OrderCreatedDate,,text,,,,,,,22-08-2025,,,,,,,,input#OrderCreatedDate.form-control.text-box.single-line,10,FALSE,22-08-2020,,
click,581319201,,2025-08-22T14:29:45.407Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Create,581319152,,,,,,,,,,,,,,,,,CRM - Add Invoice,,37,427,238,401,form-control text-box single-line,AuthorizedBy,,AuthorizedBy,FALSE,0,312,415,FALSE,FALSE,FALSE,"<input class=""form-control text-box single-line"" id=""AuthorizedBy"" name=""AuthorizedBy"" type=""text"" value="""">",,,input#AuthorizedBy.form-control.text-box.single-line,input,TRUE,AuthorizedBy,,text,FALSE,FALSE,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Create,post,form,,,,,,,,,,,,,,,
keydown,581319201,,2025-08-22T14:29:47.518Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Create,581319152,,,,,,,,,,,,,,,,,CRM - Add Invoice,,,,,,,AuthorizedBy,,AuthorizedBy,,,,,,,,,,,,input,,AuthorizedBy,,text,,,,,,,Me,FALSE,Tab,FALSE,Tab,FALSE,FALSE,FALSE,input#AuthorizedBy.form-control.text-box.single-line,,,,,
focus_change_input,581319201,,2025-08-22T14:29:47.534Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Create,581319152,,,,,,,,,,,,,,,,,CRM - Add Invoice,,,,,,,AuthorizedBy,,AuthorizedBy,,,,,,,,,,,,input,,AuthorizedBy,,text,,,,,,,Me,,,,,,,,input#AuthorizedBy.form-control.text-box.single-line,2,FALSE,Me,,
focus_change_input,581319201,,2025-08-22T14:29:49.554Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Create,581319152,,,,,,,,,,,,,,,,,CRM - Add Invoice,,,,,,,DeliveryAddress,,Delivery Address,,,,,,,,,,,,textarea,,DeliveryAddress,,textarea,,,,,,,NA,,,,,,,,textarea#DeliveryAddress.form-control,2,FALSE,NA,,
keydown,581319201,,2025-08-22T14:29:54.110Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Create,581319152,,,,,,,,,,,,,,,,,CRM - Add Invoice,,,,,,,LineItems_0__ItemCode,,,,,,,,,,,,,,input,,LineItems[0].ItemCode,,text,,,,,,,1,FALSE,Tab,FALSE,Tab,FALSE,FALSE,FALSE,input#LineItems_0__ItemCode.form-control.text-box.single-line,,,,,
focus_change_input,581319201,,2025-08-22T14:29:54.132Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Create,581319152,,,,,,,,,,,,,,,,,CRM - Add Invoice,,,,,,,LineItems_0__ItemCode,,,,,,,,,,,,,,input,,LineItems[0].ItemCode,,text,,,,,,,1,,,,,,,,input#LineItems_0__ItemCode.form-control.text-box.single-line,1,FALSE,1,,
keydown,581319201,,2025-08-22T14:29:59.674Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Create,581319152,,,,,,,,,,,,,,,,,CRM - Add Invoice,,,,,,,LineItems_0__ItemName,,,,,,,,,,,,,,input,,LineItems[0].ItemName,,text,,,,,,,Item1,FALSE,Tab,FALSE,Tab,FALSE,FALSE,FALSE,input#LineItems_0__ItemName.form-control.text-box.single-line,,,,,
focus_change_input,581319201,,2025-08-22T14:29:59.692Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Create,581319152,,,,,,,,,,,,,,,,,CRM - Add Invoice,,,,,,,LineItems_0__ItemName,,,,,,,,,,,,,,input,,LineItems[0].ItemName,,text,,,,,,,Item1,,,,,,,,input#LineItems_0__ItemName.form-control.text-box.single-line,5,FALSE,Item1,,
keydown,581319201,,2025-08-22T14:30:03.312Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Create,581319152,,,,,,,,,,,,,,,,,CRM - Add Invoice,,,,,,,LineItems_0__ItemCategory,,,,,,,,,,,,,,input,,LineItems[0].ItemCategory,,text,,,,,,,Stationary,FALSE,Tab,FALSE,Tab,FALSE,FALSE,FALSE,input#LineItems_0__ItemCategory.form-control.text-box.single-line,,,,,
focus_change_input,581319201,,2025-08-22T14:30:03.333Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Create,581319152,,,,,,,,,,,,,,,,,CRM - Add Invoice,,,,,,,LineItems_0__ItemCategory,,,,,,,,,,,,,,input,,LineItems[0].ItemCategory,,text,,,,,,,Stationary,,,,,,,,input#LineItems_0__ItemCategory.form-control.text-box.single-line,10,FALSE,Stationa,,
keydown,581319201,,2025-08-22T14:30:04.621Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Create,581319152,,,,,,,,,,,,,,,,,CRM - Add Invoice,,,,,,,LineItems_0__Quantity,,,,,,,,,,,,,,input,,LineItems[0].Quantity,,text,,,,,,,10,FALSE,Tab,FALSE,Tab,FALSE,FALSE,FALSE,input#LineItems_0__Quantity.form-control.text-box.single-line,,,,,
focus_change_input,581319201,,2025-08-22T14:30:04.647Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Create,581319152,,,,,,,,,,,,,,,,,CRM - Add Invoice,,,,,,,LineItems_0__Quantity,,,,,,,,,,,,,,input,,LineItems[0].Quantity,,text,,,,,,,10,,,,,,,,input#LineItems_0__Quantity.form-control.text-box.single-line,2,FALSE,10,,
keydown,581319201,,2025-08-22T14:30:10.873Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Create,581319152,,,,,,,,,,,,,,,,,CRM - Add Invoice,,,,,,,LineItems_0__RequestedDeliveryDate,,,,,,,,,,,,,,input,,LineItems[0].RequestedDeliveryDate,,text,,,,,,,25-08-2025,FALSE,Tab,FALSE,Tab,FALSE,FALSE,FALSE,input#LineItems_0__RequestedDeliveryDate.form-control.text-box.single-line,,,,,
focus_change_input,581319201,,2025-08-22T14:30:10.895Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Create,581319152,,,,,,,,,,,,,,,,,CRM - Add Invoice,,,,,,,LineItems_0__RequestedDeliveryDate,,,,,,,,,,,,,,input,,LineItems[0].RequestedDeliveryDate,,text,,,,,,,25-08-2025,,,,,,,,input#LineItems_0__RequestedDeliveryDate.form-control.text-box.single-line,10,FALSE,25-08-2020,,
keydown,581319201,,2025-08-22T14:30:14.030Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Create,581319152,,,,,,,,,,,,,,,,,CRM - Add Invoice,,,,,,,LineItems_0__Priority,,,,,,,,,,,,,,input,,LineItems[0].Priority,,text,,,,,,,Low,FALSE,Enter,FALSE,Enter,FALSE,FALSE,FALSE,input#LineItems_0__Priority.form-control.text-box.single-line,,,,,
click,581319201,,2025-08-22T14:30:14.044Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Create,581319152,,,,,,,,,,,,,,,,,CRM - Add Invoice,,38,76,87,1426,btn btn-primary,,Save,,FALSE,0,0,0,FALSE,FALSE,FALSE,"<button type=""submit"" class=""btn btn-primary"">Save</button>",,,button.btn.btn-primary,button,TRUE,,,submit,,FALSE,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Create,post,form,,,,,,,,,,,,,,,
form_submit,581319201,,2025-08-22T14:30:14.107Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Create,581319152,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Create,,,,,,,,,,,,,form,post,,CRM - Add Invoice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"__RequestVerificationToken=TBxzx44bTBNclOmkfJ0xqKkfYnGUbrxfy2FkdAjK5IBLsG3ngxuG-27-7IUl-4Jiajh0NYeXRpGWHPdNNZ52FGugji4ZU4nUF6k7Ccgls5s1, OrderNumber=123456, OrderCreatedBy=Shivam Burnwal, OrderCreatedDate=22-08-2025, AuthorizedBy=Me, DeliveryAddress=NA, LineItems[0].ItemCode=1, LineItems[0].ItemName=Item1, LineItems[0].ItemCategory=Stationary, LineItems[0].Quantity=10, LineItems[0].RequestedDeliveryDate=25-08-2025, LineItems[0].Priority=Low, LineItems[1].ItemCode=, LineItems[1].ItemName=, LineItems[1].ItemCategory=, LineItems[1].Quantity=, LineItems[1].RequestedDeliveryDate=, LineItems[1].Priority=, LineItems[2].ItemCode=, LineItems[2].ItemName=, LineItems[2].ItemCategory=, LineItems[2].Quantity=, LineItems[2].RequestedDeliveryDate=, LineItems[2].Priority=, LineItems[3].ItemCode=, LineItems[3].ItemName=, LineItems[3].ItemCategory=, LineItems[3].Quantity=, LineItems[3].RequestedDeliveryDate=, LineItems[3].Priority=, LineItems[4].ItemCode=, LineItems[4].ItemName=, LineItems[4].ItemCategory=, LineItems[4].Quantity=, LineItems[4].RequestedDeliveryDate=, LineItems[4].Priority=, LineItems[5].ItemCode=, LineItems[5].ItemName=, LineItems[5].ItemCategory=, LineItems[5].Quantity=, LineItems[5].RequestedDeliveryDate=, LineItems[5].Priority=, LineItems[6].ItemCode=, LineItems[6].ItemName=, LineItems[6].ItemCategory=, LineItems[6].Quantity=, LineItems[6].RequestedDeliveryDate=, LineItems[6].Priority=, LineItems[7].ItemCode=, LineItems[7].ItemName=, LineItems[7].ItemCategory=, LineItems[7].Quantity=, LineItems[7].RequestedDeliveryDate=, LineItems[7].Priority=, LineItems[8].ItemCode=, LineItems[8].ItemName=, LineItems[8].ItemCategory=, LineItems[8].Quantity=, LineItems[8].RequestedDeliveryDate=, LineItems[8].Priority=, LineItems[9].ItemCode=, LineItems[9].ItemName=, LineItems[9].ItemCategory=, LineItems[9].Quantity=, LineItems[9].RequestedDeliveryDate=, LineItems[9].Priority=, LineItems[10].ItemCode=, LineItems[10].ItemName=, LineItems[10].ItemCategory=, LineItems[10].Quantity=, LineItems[10].RequestedDeliveryDate=, LineItems[10].Priority=, LineItems[11].ItemCode=, LineItems[11].ItemName=, LineItems[11].ItemCategory=, LineItems[11].Quantity=, LineItems[11].RequestedDeliveryDate=, LineItems[11].Priority=, LineItems[12].ItemCode=, LineItems[12].ItemName=, LineItems[12].ItemCategory=, LineItems[12].Quantity=, LineItems[12].RequestedDeliveryDate=, LineItems[12].Priority=, LineItems[13].ItemCode=, LineItems[13].ItemName=, LineItems[13].ItemCategory=, LineItems[13].Quantity=, LineItems[13].RequestedDeliveryDate=, LineItems[13].Priority=, LineItems[14].ItemCode=, LineItems[14].ItemName=, LineItems[14].ItemCategory=, LineItems[14].Quantity=, LineItems[14].RequestedDeliveryDate=, LineItems[14].Priority=",
tab_url_changed,581319201,xbot-test.exlservice.com/Reconciliation/OrderEntry,2025-08-22T14:30:15.663Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry,581319152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tab_complete,581319201,CRM - Order Entry,2025-08-22T14:30:17.845Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry,581319152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
click,581319201,,2025-08-22T14:30:20.938Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry,581319152,,,,,,,,,,,,,,,,,CRM - Order Entry,,30,69,633,459,btn btn-sm btn-primary me-1,,Edit,,FALSE,0,654,463,FALSE,FALSE,FALSE,"<a href=""/Reconciliation/OrderEntry/Edit?orderId=8779feb8-f15e-45f2-a70d-77a5de459ab8"" class=""btn btn-sm btn-primary me-1"">
                                <i class=""fas fa-edit""></i>&nbsp; Edit
     ",,,a.btn.btn-sm.btn-primary,a,TRUE,,,,,,,,,,,,,,,,,,,,,,,
tab_url_changed,581319201,xbot-test.exlservice.com/Reconciliation/OrderEntry/Edit?orderId=8779feb8-f15e-45f2-a70d-77a5de459ab8,2025-08-22T14:30:21.389Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Edit?orderId=8779feb8-f15e-45f2-a70d-77a5de459ab8,581319152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tab_complete,581319201,CRM - Update Order,2025-08-22T14:30:22.255Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Edit?orderId=8779feb8-f15e-45f2-a70d-77a5de459ab8,581319152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
click,581319201,,2025-08-22T14:30:25.485Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Edit?orderId=8779feb8-f15e-45f2-a70d-77a5de459ab8,581319152,,,,,,,,,,,,,,,,,CRM - Update Order,,37,74,107,372,form-control text-box single-line,LineItems_1__ItemCode,,,FALSE,0,152,393,FALSE,FALSE,FALSE,"<input class=""form-control text-box single-line"" id=""LineItems_1__ItemCode"" name=""LineItems[1].ItemCode"" type=""text"" value="""">",,,input#LineItems_1__ItemCode.form-control.text-box.single-line,input,TRUE,LineItems[1].ItemCode,,text,FALSE,FALSE,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Edit?orderId=8779feb8-f15e-45f2-a70d-77a5de459ab8,post,form,,,,,,,,,,,,,,,
keydown,581319201,,2025-08-22T14:30:26.861Z,https://xbot-test.exlservice.com/Reconciliation/OrderEntry/Edit?orderId=8779feb8-f15e-45f2-a70d-77a5de459ab8,581319152,,,,,,,,,,,,,,,,,CRM - Update Order,,,,,,,LineItems_1__ItemCode,,,,,,,,,,,,,,input,,LineItems[1].ItemCode,,text,,,,,,,2,FALSE,Tab,FALSE,Tab,FALSE,FALSE,FALSE,input#LineItems_1__ItemCode.form-control.text-box.single-line,,,,,
